show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3248,Movie,Title_3248,Director_367,"Actor_505, Actor_552",Mexico,"November 08, 2010",2009,UR,157 min,"Stand-Up Comedy, Documentaries, Thrillers",Description for Title_3248
s3249,TV Show,Title_3249,Director_275,"Actor_337, Actor_900, Actor_366, Actor_308",United Kingdom,"October 20, 2011",1958,PG-13,8 Seasons,"Reality TV, Thrillers",Description for Title_3249
s3250,Movie,Title_3250,Director_16,"Actor_223, Actor_144",Germany,"August 03, 2012",2011,PG,64 min,Stand-Up Comedy,Description for Title_3250
s3251,Movie,Title_3251,Director_419,"Actor_418, Actor_8",India,"August 26, 2019",1952,TV-MA,72 min,"Docuseries, Documentaries",Description for Title_3251
s3252,Movie,Title_3252,Director_122,"Actor_835, Actor_44, Actor_549",United States,"June 27, 2019",1946,TV-MA,141 min,"Horror Movies, Dramas, Anime Series",Description for Title_3252
s3253,Movie,Title_3253,,,Canada,"September 21, 2008",1999,TV-MA,114 min,Docuseries,Description for Title_3253
s3254,Movie,Title_3254,Director_368,"Actor_560, Actor_94, Actor_248, Actor_222, Actor_568",Egypt,"June 18, 2018",1998,TV-14,140 min,"Comedies, International Movies, Anime Series",Description for Title_3254
s3255,Movie,Title_3255,,"Actor_724, Actor_816, Actor_825, Actor_555, Actor_648",Australia,"August 29, 2015",2015,R,89 min,Anime Series,Description for Title_3255
s3256,Movie,Title_3256,Director_90,Actor_713,Canada,"July 17, 2016",2021,TV-MA,161 min,"Romantic Movies, Crime TV Shows",Description for Title_3256
s3257,TV Show,Title_3257,Director_318,"Actor_75, Actor_797, Actor_759, Actor_732",Japan,"November 07, 2009",2015,TV-MA,3 Seasons,"Docuseries, Crime TV Shows, Dramas",Description for Title_3257
s3258,Movie,Title_3258,Director_377,"Actor_997, Actor_71, Actor_579, Actor_858",Argentina,"May 26, 2021",2015,TV-PG,108 min,Anime Series,Description for Title_3258
s3259,Movie,Title_3259,,"Actor_230, Actor_791",India,"July 18, 2017",1955,TV-MA,172 min,"Children & Family Movies, Romantic Movies",Description for Title_3259
s3260,TV Show,Title_3260,Director_408,,United States,"May 30, 2015",2013,TV-14,2 Seasons,"Reality TV, Sci-Fi & Fantasy, Docuseries",Description for Title_3260
s3261,Movie,Title_3261,Director_127,"Actor_213, Actor_823, Actor_828, Actor_333, Actor_956",Nigeria,"November 13, 2018",1942,TV-MA,151 min,Dramas,Description for Title_3261
s3262,Movie,Title_3262,,"Actor_217, Actor_638",Brazil,"August 30, 2009",1957,R,89 min,"Horror Movies, Action & Adventure, Sci-Fi & Fantasy",Description for Title_3262
s3263,Movie,Title_3263,Director_103,Actor_514,United States,"May 18, 2017",1967,TV-PG,87 min,"Dramas, Stand-Up Comedy, Sci-Fi & Fantasy",Description for Title_3263
s3264,Movie,Title_3264,Director_122,"Actor_87, Actor_930, Actor_219",India,"July 22, 2014",1990,R,143 min,"Reality TV, Crime TV Shows",Description for Title_3264
s3265,TV Show,Title_3265,Director_42,,India,"October 30, 2015",1983,TV-MA,4 Seasons,Action & Adventure,Description for Title_3265
s3266,Movie,Title_3266,Director_185,Actor_402,United States,"May 28, 2021",2011,TV-MA,160 min,Dramas,Description for Title_3266
s3267,Movie,Title_3267,,"Actor_274, Actor_962, Actor_332",Egypt,"March 06, 2011",2007,PG,74 min,"Anime Series, Reality TV",Description for Title_3267
s3268,Movie,Title_3268,,"Actor_541, Actor_243, Actor_703, Actor_364",India,"January 21, 2013",1994,R,93 min,"Action & Adventure, Children & Family Movies, Comedies",Description for Title_3268
s3269,Movie,Title_3269,Director_86,,Turkey,"February 09, 2019",1950,TV-PG,134 min,"Comedies, Stand-Up Comedy, Crime TV Shows",Description for Title_3269
s3270,Movie,Title_3270,Director_329,"Actor_675, Actor_875, Actor_904, Actor_335, Actor_793",United States,"January 31, 2012",2010,R,146 min,Reality TV,Description for Title_3270
s3271,Movie,Title_3271,Director_339,"Actor_878, Actor_950, Actor_952",United Kingdom,"July 14, 2013",1981,TV-MA,158 min,"Crime TV Shows, Dramas, Romantic Movies",Description for Title_3271
s3272,Movie,Title_3272,Director_374,,United States,"August 03, 2020",1997,PG,102 min,"Horror Movies, Children & Family Movies",Description for Title_3272
s3273,TV Show,Title_3273,,"Actor_741, Actor_261",Mexico,"April 03, 2016",1946,PG-13,3 Seasons,"Thrillers, Comedies, Sci-Fi & Fantasy",Description for Title_3273
s3274,Movie,Title_3274,Director_213,,Canada,"July 02, 2020",1997,TV-PG,177 min,Children & Family Movies,Description for Title_3274
s3275,TV Show,Title_3275,,"Actor_525, Actor_694, Actor_476",France,"June 30, 2015",2013,TV-Y7,4 Seasons,"Stand-Up Comedy, Documentaries, Docuseries",Description for Title_3275
s3276,TV Show,Title_3276,Director_317,"Actor_437, Actor_470, Actor_98, Actor_721",United States,"August 10, 2013",1946,TV-MA,8 Seasons,Dramas,Description for Title_3276
s3277,TV Show,Title_3277,Director_208,Actor_951,United States,"July 07, 2019",2010,R,7 Seasons,Dramas,Description for Title_3277
s3278,Movie,Title_3278,Director_453,"Actor_631, Actor_261, Actor_101, Actor_788",United States,"October 29, 2018",1993,G,81 min,"Reality TV, Anime Series, Stand-Up Comedy",Description for Title_3278
s3279,Movie,Title_3279,Director_19,"Actor_381, Actor_429, Actor_768, Actor_300",United States,"June 12, 2010",2014,TV-14,88 min,Children & Family Movies,Description for Title_3279
s3280,TV Show,Title_3280,Director_389,"Actor_411, Actor_276",France,"December 23, 2010",1974,TV-MA,5 Seasons,Romantic Movies,Description for Title_3280
s3281,Movie,Title_3281,Director_384,"Actor_28, Actor_183, Actor_418, Actor_140",Canada,"April 13, 2021",1963,PG-13,145 min,Action & Adventure,Description for Title_3281
s3282,Movie,Title_3282,Director_112,"Actor_885, Actor_414, Actor_459, Actor_668, Actor_233",France,"May 11, 2019",1956,TV-MA,71 min,"Horror Movies, Dramas, Stand-Up Comedy",Description for Title_3282
s3283,TV Show,Title_3283,Director_347,,United Kingdom,"April 28, 2014",2006,TV-Y,7 Seasons,Docuseries,Description for Title_3283
s3284,TV Show,Title_3284,Director_469,Actor_407,United States,"November 09, 2017",2012,TV-MA,8 Seasons,"Thrillers, Children & Family Movies, Dramas",Description for Title_3284
s3285,Movie,Title_3285,Director_92,,United States,"January 12, 2016",1964,R,71 min,Romantic Movies,Description for Title_3285
s3286,Movie,Title_3286,Director_373,"Actor_404, Actor_649",United States,"March 31, 2014",1947,TV-14,114 min,International Movies,Description for Title_3286
s3287,Movie,Title_3287,Director_486,"Actor_463, Actor_675, Actor_577, Actor_422",Italy,"March 13, 2008",1999,TV-MA,144 min,Dramas,Description for Title_3287
s3288,TV Show,Title_3288,Director_348,"Actor_790, Actor_419, Actor_598, Actor_712, Actor_804",France,"October 12, 2011",1967,TV-Y,9 Seasons,"Romantic Movies, Sci-Fi & Fantasy",Description for Title_3288
s3289,TV Show,Title_3289,Director_117,"Actor_563, Actor_230, Actor_383",United States,"April 28, 2009",1953,PG-13,8 Seasons,"Children & Family Movies, Sci-Fi & Fantasy, International Movies",Description for Title_3289
s3290,Movie,Title_3290,Director_10,"Actor_669, Actor_490, Actor_51, Actor_343",United States,"October 26, 2010",2018,TV-14,175 min,"Docuseries, Reality TV",Description for Title_3290
s3291,Movie,Title_3291,Director_26,"Actor_891, Actor_822, Actor_217, Actor_936, Actor_658",Turkey,"May 09, 2018",2018,TV-14,87 min,"Crime TV Shows, Action & Adventure",Description for Title_3291
s3292,TV Show,Title_3292,Director_374,"Actor_620, Actor_120, Actor_506, Actor_756, Actor_824",Mexico,"August 12, 2021",1943,PG-13,8 Seasons,"Documentaries, Romantic Movies, Comedies",Description for Title_3292
s3293,Movie,Title_3293,Director_4,"Actor_660, Actor_244, Actor_181, Actor_186, Actor_185",Japan,"May 07, 2018",1973,PG,166 min,"Thrillers, Documentaries, Reality TV",Description for Title_3293
s3294,Movie,Title_3294,Director_387,"Actor_729, Actor_907, Actor_859, Actor_431",India,"January 05, 2013",1991,R,160 min,"Romantic Movies, Anime Series, Documentaries",Description for Title_3294
s3295,TV Show,Title_3295,Director_448,,United States,"July 25, 2021",2002,R,4 Seasons,"Horror Movies, Crime TV Shows",Description for Title_3295
s3296,Movie,Title_3296,,"Actor_661, Actor_539",Nigeria,"July 13, 2013",1952,TV-MA,96 min,Thrillers,Description for Title_3296
s3297,Movie,Title_3297,,"Actor_406, Actor_225, Actor_564, Actor_946",Australia,"February 17, 2010",2009,PG,91 min,"Crime TV Shows, International Movies, Comedies",Description for Title_3297
s3298,Movie,Title_3298,Director_442,"Actor_757, Actor_565, Actor_753",United States,"July 07, 2017",1975,PG-13,144 min,Action & Adventure,Description for Title_3298
s3299,Movie,Title_3299,Director_260,"Actor_406, Actor_920",Italy,"December 06, 2020",2021,TV-PG,98 min,"Crime TV Shows, Reality TV",Description for Title_3299
s3300,TV Show,Title_3300,,"Actor_710, Actor_461, Actor_423, Actor_309",Mexico,"December 21, 2016",1949,TV-PG,1 Seasons,"Action & Adventure, International Movies",Description for Title_3300
s3301,Movie,Title_3301,,,United States,"February 13, 2009",1949,TV-PG,82 min,"Documentaries, Sci-Fi & Fantasy, Action & Adventure",Description for Title_3301
s3302,TV Show,Title_3302,,,India,"November 25, 2010",1956,PG,1 Seasons,Crime TV Shows,Description for Title_3302
s3303,Movie,Title_3303,Director_107,,United States,"April 28, 2014",1946,PG-13,167 min,"International Movies, Action & Adventure",Description for Title_3303
s3304,Movie,Title_3304,Director_491,"Actor_36, Actor_938, Actor_651",United States,"May 19, 2012",1960,PG,110 min,Comedies,Description for Title_3304
s3305,Movie,Title_3305,,,Spain,"August 27, 2021",2015,TV-PG,102 min,"Action & Adventure, Anime Series, Children & Family Movies",Description for Title_3305
s3306,Movie,Title_3306,,"Actor_678, Actor_614, Actor_654",United States,"June 09, 2020",1950,R,161 min,International Movies,Description for Title_3306
s3307,Movie,Title_3307,Director_196,"Actor_569, Actor_884, Actor_188, Actor_900",Germany,"February 11, 2014",1998,PG,63 min,"Thrillers, Reality TV",Description for Title_3307
s3308,Movie,Title_3308,,,Philippines,"July 10, 2012",1995,TV-MA,139 min,Stand-Up Comedy,Description for Title_3308
s3309,Movie,Title_3309,,"Actor_640, Actor_860, Actor_870, Actor_509, Actor_898",United States,"July 21, 2011",1970,TV-14,126 min,Docuseries,Description for Title_3309
s3310,Movie,Title_3310,Director_208,"Actor_195, Actor_881, Actor_504",United Kingdom,"December 17, 2008",1960,R,131 min,"Docuseries, Comedies, Action & Adventure",Description for Title_3310
s3311,TV Show,Title_3311,Director_215,,Germany,"October 27, 2016",2018,TV-Y7,2 Seasons,"Reality TV, Documentaries, Sci-Fi & Fantasy",Description for Title_3311
s3312,Movie,Title_3312,Director_166,,Australia,"August 28, 2014",1987,TV-MA,147 min,"Dramas, Action & Adventure",Description for Title_3312
s3313,TV Show,Title_3313,Director_174,"Actor_96, Actor_225, Actor_315, Actor_75, Actor_178",Mexico,"April 09, 2009",2021,TV-MA,3 Seasons,Action & Adventure,Description for Title_3313
s3314,Movie,Title_3314,Director_276,Actor_166,United States,"November 18, 2014",2003,TV-MA,178 min,"Horror Movies, Anime Series",Description for Title_3314
s3315,Movie,Title_3315,Director_253,,India,"September 01, 2016",2001,TV-14,61 min,"Children & Family Movies, Stand-Up Comedy, Docuseries",Description for Title_3315
s3316,Movie,Title_3316,,"Actor_200, Actor_277, Actor_906, Actor_529, Actor_909",Canada,"January 18, 2014",1946,TV-14,91 min,Comedies,Description for Title_3316
s3317,Movie,Title_3317,Director_207,"Actor_106, Actor_51",Nigeria,"July 09, 2009",1974,TV-PG,60 min,"Children & Family Movies, Romantic Movies, Dramas",Description for Title_3317
s3318,Movie,Title_3318,Director_497,"Actor_656, Actor_152, Actor_925, Actor_586, Actor_983",United States,"October 26, 2008",1996,TV-Y,172 min,Dramas,Description for Title_3318
s3319,TV Show,Title_3319,Director_427,Actor_81,Thailand,"August 02, 2018",1960,R,2 Seasons,"Sci-Fi & Fantasy, Dramas",Description for Title_3319
s3320,TV Show,Title_3320,Director_79,Actor_389,United States,"December 21, 2008",1958,TV-MA,9 Seasons,"Dramas, Crime TV Shows",Description for Title_3320
s3321,Movie,Title_3321,,,Nigeria,"July 17, 2009",1983,TV-Y,126 min,International Movies,Description for Title_3321
s3322,Movie,Title_3322,Director_33,Actor_908,Japan,"December 23, 2018",1963,R,179 min,"Docuseries, Anime Series",Description for Title_3322
s3323,TV Show,Title_3323,,"Actor_788, Actor_568, Actor_490, Actor_489, Actor_766",India,"May 20, 2021",1980,TV-MA,8 Seasons,"Crime TV Shows, Action & Adventure, Thrillers",Description for Title_3323
s3324,Movie,Title_3324,Director_67,"Actor_126, Actor_548",France,"October 19, 2010",2021,TV-14,70 min,"Dramas, Thrillers, Children & Family Movies",Description for Title_3324
s3325,TV Show,Title_3325,Director_384,"Actor_901, Actor_829",United States,"April 05, 2011",1968,PG-13,9 Seasons,"Children & Family Movies, Action & Adventure, Docuseries",Description for Title_3325
s3326,TV Show,Title_3326,,"Actor_160, Actor_656, Actor_858",United States,"October 15, 2016",2017,PG-13,4 Seasons,Comedies,Description for Title_3326
s3327,TV Show,Title_3327,,"Actor_658, Actor_496",United States,"March 19, 2013",1987,TV-PG,2 Seasons,Crime TV Shows,Description for Title_3327
s3328,Movie,Title_3328,Director_381,"Actor_797, Actor_865, Actor_501, Actor_18, Actor_301",United States,"July 29, 2013",1969,TV-MA,109 min,"Documentaries, Children & Family Movies, Horror Movies",Description for Title_3328
s3329,Movie,Title_3329,Director_374,Actor_705,United States,"October 23, 2010",1993,PG,126 min,"Crime TV Shows, Reality TV",Description for Title_3329
s3330,Movie,Title_3330,Director_249,"Actor_655, Actor_714, Actor_740, Actor_414, Actor_31",Mexico,"September 12, 2008",2006,TV-14,148 min,"Docuseries, Sci-Fi & Fantasy, Crime TV Shows",Description for Title_3330
s3331,Movie,Title_3331,Director_36,"Actor_22, Actor_55, Actor_83",France,"August 15, 2014",1980,PG-13,157 min,Reality TV,Description for Title_3331
s3332,TV Show,Title_3332,Director_343,"Actor_8, Actor_164",United States,"January 07, 2015",1959,R,1 Seasons,International Movies,Description for Title_3332
s3333,Movie,Title_3333,Director_295,"Actor_102, Actor_424, Actor_800",Brazil,"January 30, 2016",1963,TV-MA,98 min,"Stand-Up Comedy, Horror Movies, Thrillers",Description for Title_3333
s3334,Movie,Title_3334,Director_213,"Actor_69, Actor_451, Actor_541",France,"September 26, 2008",2009,TV-MA,111 min,"Romantic Movies, Action & Adventure, Stand-Up Comedy",Description for Title_3334
s3335,TV Show,Title_3335,Director_379,Actor_968,Egypt,"July 16, 2010",1952,TV-MA,4 Seasons,"Comedies, Stand-Up Comedy",Description for Title_3335
s3336,TV Show,Title_3336,Director_83,"Actor_409, Actor_914, Actor_730, Actor_579",Japan,"March 04, 2008",2005,TV-MA,6 Seasons,Sci-Fi & Fantasy,Description for Title_3336
s3337,TV Show,Title_3337,Director_219,,United States,"June 21, 2020",2012,TV-MA,2 Seasons,Crime TV Shows,Description for Title_3337
s3338,TV Show,Title_3338,Director_128,"Actor_133, Actor_936, Actor_531",United Kingdom,"November 08, 2010",1998,TV-PG,8 Season,"Children & Family Movies, International Movies, Thrillers",Description for Title_3338
s3339,Movie,Title_3339,Director_307,"Actor_768, Actor_494, Actor_61",Japan,"September 12, 2021",1976,TV-PG,63 min,"Romantic Movies, Reality TV, Stand-Up Comedy",Description for Title_3339
s3340,Movie,Title_3340,Director_145,"Actor_334, Actor_517, Actor_100",United States,"June 20, 2019",1978,TV-PG,172 min,Action & Adventure,Description for Title_3340
s3341,TV Show,Title_3341,Director_54,Actor_769,United States,"April 30, 2021",1991,R,4 Seasons,International Movies,Description for Title_3341
s3342,Movie,Title_3342,Director_174,"Actor_375, Actor_89, Actor_98, Actor_202",United States,"March 20, 2010",1971,PG,113 min,Crime TV Shows,Description for Title_3342
s3343,Movie,Title_3343,Director_445,,United States,"August 03, 2013",1958,TV-Y7,65 min,Crime TV Shows,Description for Title_3343
s3344,Movie,Title_3344,,,India,"June 15, 2016",1974,TV-MA,64 min,Crime TV Shows,Description for Title_3344
s3345,Movie,Title_3345,Director_158,"Actor_27, Actor_694, Actor_523, Actor_685",United Kingdom,"July 04, 2012",1957,TV-PG,137 min,"International Movies, Stand-Up Comedy",Description for Title_3345
s3346,TV Show,Title_3346,,"Actor_882, Actor_450, Actor_385, Actor_522, Actor_556",United States,"July 06, 2021",1956,TV-MA,3 Seasons,"Documentaries, Anime Series, Children & Family Movies",Description for Title_3346
s3347,Movie,Title_3347,Director_462,"Actor_774, Actor_657, Actor_195, Actor_619",Japan,"May 02, 2009",1954,TV-MA,100 min,Horror Movies,Description for Title_3347
s3348,Movie,Title_3348,Director_497,"Actor_280, Actor_985, Actor_310, Actor_755",Canada,"June 08, 2016",1944,R,148 min,Docuseries,Description for Title_3348
s3349,Movie,Title_3349,Director_91,Actor_125,United States,"October 13, 2012",1965,TV-14,98 min,International Movies,Description for Title_3349
s3350,Movie,Title_3350,Director_54,,United States,"January 18, 2010",1964,PG-13,77 min,"Crime TV Shows, Sci-Fi & Fantasy, Action & Adventure",Description for Title_3350
s3351,Movie,Title_3351,Director_246,"Actor_969, Actor_574, Actor_626, Actor_126",United States,"July 04, 2018",2000,TV-14,79 min,"Stand-Up Comedy, Children & Family Movies",Description for Title_3351
s3352,Movie,Title_3352,Director_158,"Actor_863, Actor_233, Actor_600",India,"June 11, 2009",1996,TV-MA,166 min,"Anime Series, Romantic Movies",Description for Title_3352
s3353,TV Show,Title_3353,Director_107,Actor_354,United States,"March 13, 2011",2006,TV-Y,8 Seasons,"Crime TV Shows, Romantic Movies, Docuseries",Description for Title_3353
s3354,Movie,Title_3354,Director_336,Actor_313,India,"September 23, 2020",1973,TV-MA,144 min,"Romantic Movies, Children & Family Movies, Dramas",Description for Title_3354
s3355,Movie,Title_3355,,"Actor_133, Actor_346, Actor_341, Actor_635",France,"August 15, 2020",2001,TV-MA,86 min,"Sci-Fi & Fantasy, Dramas, Docuseries",Description for Title_3355
s3356,Movie,Title_3356,Director_144,,United Kingdom,"September 11, 2017",1971,TV-MA,91 min,"Reality TV, Dramas, Stand-Up Comedy",Description for Title_3356
s3357,TV Show,Title_3357,Director_347,"Actor_520, Actor_429",United States,"March 30, 2020",2007,UR,2 Season,"Reality TV, Thrillers, Sci-Fi & Fantasy",Description for Title_3357
s3358,Movie,Title_3358,Director_391,Actor_56,United States,"March 28, 2018",1959,TV-14,108 min,"Romantic Movies, Documentaries, Thrillers",Description for Title_3358
s3359,TV Show,Title_3359,,"Actor_666, Actor_534, Actor_220, Actor_754",France,"April 28, 2009",2000,TV-PG,1 Seasons,Horror Movies,Description for Title_3359
s3360,Movie,Title_3360,Director_266,,Brazil,"March 27, 2009",1994,PG-13,159 min,"International Movies, Horror Movies, Romantic Movies",Description for Title_3360
s3361,TV Show,Title_3361,Director_442,,Mexico,"February 21, 2019",2005,R,9 Seasons,"Children & Family Movies, Stand-Up Comedy",Description for Title_3361
s3362,Movie,Title_3362,Director_286,,Canada,"January 15, 2020",1971,PG,94 min,Action & Adventure,Description for Title_3362
s3363,TV Show,Title_3363,Director_408,"Actor_630, Actor_322, Actor_3",India,"July 30, 2016",1959,TV-14,6 Seasons,Horror Movies,Description for Title_3363
s3364,Movie,Title_3364,Director_198,"Actor_199, Actor_892, Actor_36, Actor_794, Actor_214",India,"November 08, 2012",1946,NC-17,101 min,Anime Series,Description for Title_3364
s3365,TV Show,Title_3365,,,Turkey,"September 25, 2010",2010,PG-13,1 Seasons,Horror Movies,Description for Title_3365
s3366,Movie,Title_3366,Director_168,"Actor_952, Actor_447",United States,"August 27, 2013",1949,TV-14,159 min,"International Movies, Romantic Movies, Action & Adventure",Description for Title_3366
s3367,Movie,Title_3367,Director_403,"Actor_58, Actor_418, Actor_282, Actor_686",Nigeria,"February 01, 2009",1950,TV-14,113 min,"Horror Movies, Comedies",Description for Title_3367
s3368,Movie,Title_3368,Director_100,"Actor_941, Actor_933, Actor_781",Japan,"December 08, 2012",1973,TV-Y7,69 min,"Stand-Up Comedy, Children & Family Movies, Documentaries",Description for Title_3368
s3369,Movie,Title_3369,Director_280,,South Korea,"November 21, 2013",1955,R,119 min,"Stand-Up Comedy, Reality TV, Docuseries",Description for Title_3369
s3370,TV Show,Title_3370,,"Actor_113, Actor_770, Actor_870, Actor_273",United States,"April 30, 2013",1954,R,8 Season,"Anime Series, Children & Family Movies",Description for Title_3370
s3371,Movie,Title_3371,Director_397,"Actor_867, Actor_614, Actor_695",France,"March 06, 2018",1959,PG-13,179 min,Action & Adventure,Description for Title_3371
s3372,Movie,Title_3372,Director_348,"Actor_867, Actor_729, Actor_175",United Kingdom,"May 08, 2017",2009,TV-PG,145 min,Crime TV Shows,Description for Title_3372
s3373,Movie,Title_3373,Director_21,"Actor_620, Actor_773",United States,"October 26, 2011",1963,TV-MA,123 min,"Romantic Movies, Dramas",Description for Title_3373
s3374,Movie,Title_3374,,"Actor_177, Actor_925, Actor_331, Actor_144, Actor_214",United States,"April 21, 2019",1961,TV-14,140 min,"Reality TV, Comedies, Horror Movies",Description for Title_3374
s3375,TV Show,Title_3375,Director_475,"Actor_839, Actor_277",Taiwan,"August 18, 2014",1956,TV-PG,9 Seasons,Sci-Fi & Fantasy,Description for Title_3375
s3376,TV Show,Title_3376,Director_361,,United Kingdom,"September 24, 2018",1948,TV-MA,8 Seasons,Children & Family Movies,Description for Title_3376
s3377,TV Show,Title_3377,,"Actor_214, Actor_946, Actor_763, Actor_515",India,"June 10, 2016",2018,TV-14,1 Season,"Dramas, Documentaries, Comedies",Description for Title_3377
s3378,Movie,Title_3378,Director_390,"Actor_488, Actor_507, Actor_108",United States,"August 20, 2015",1971,PG-13,131 min,Thrillers,Description for Title_3378
s3379,Movie,Title_3379,Director_106,"Actor_265, Actor_26, Actor_431, Actor_783",Spain,"January 18, 2013",1946,TV-MA,72 min,"Dramas, Documentaries",Description for Title_3379
s3380,TV Show,Title_3380,,"Actor_820, Actor_777, Actor_756, Actor_261",South Korea,"December 09, 2012",1942,TV-MA,8 Season,"Romantic Movies, Comedies",Description for Title_3380
s3381,Movie,Title_3381,Director_104,Actor_350,France,"June 08, 2010",2001,PG,147 min,"Romantic Movies, International Movies, Documentaries",Description for Title_3381
s3382,Movie,Title_3382,Director_63,"Actor_695, Actor_856, Actor_674, Actor_846",United Kingdom,"November 08, 2014",1972,TV-PG,83 min,Anime Series,Description for Title_3382
s3383,Movie,Title_3383,Director_334,,India,"March 08, 2013",1961,TV-MA,135 min,"Romantic Movies, Stand-Up Comedy, Thrillers",Description for Title_3383
s3384,Movie,Title_3384,,,Canada,"July 24, 2012",2005,PG,154 min,Children & Family Movies,Description for Title_3384
s3385,Movie,Title_3385,,"Actor_632, Actor_269",United States,"November 23, 2019",2005,R,117 min,"Documentaries, Thrillers, Children & Family Movies",Description for Title_3385
s3386,TV Show,Title_3386,Director_35,"Actor_328, Actor_766, Actor_113, Actor_379, Actor_936",Argentina,"May 23, 2016",1970,TV-14,3 Season,"Children & Family Movies, Dramas",Description for Title_3386
s3387,Movie,Title_3387,,,Canada,"December 20, 2017",1951,TV-14,110 min,"Comedies, Children & Family Movies",Description for Title_3387
s3388,Movie,Title_3388,,Actor_358,United States,"June 02, 2016",1970,TV-MA,147 min,"Romantic Movies, Reality TV",Description for Title_3388
s3389,Movie,Title_3389,,,India,"June 13, 2011",1972,PG,153 min,Action & Adventure,Description for Title_3389
s3390,Movie,Title_3390,Director_362,"Actor_272, Actor_267",Germany,"January 29, 2014",2016,TV-PG,163 min,Comedies,Description for Title_3390
s3391,Movie,Title_3391,Director_66,,United States,"August 15, 2014",1971,TV-PG,171 min,"Action & Adventure, Thrillers",Description for Title_3391
s3392,TV Show,Title_3392,Director_438,"Actor_670, Actor_697, Actor_925, Actor_822",United States,"October 09, 2015",1966,TV-Y,7 Seasons,"Stand-Up Comedy, Comedies",Description for Title_3392
s3393,TV Show,Title_3393,Director_158,"Actor_423, Actor_373, Actor_4",Japan,"August 28, 2015",2021,TV-MA,5 Seasons,Docuseries,Description for Title_3393
s3394,Movie,Title_3394,,,United States,"February 25, 2010",1999,TV-MA,72 min,Reality TV,Description for Title_3394
s3395,TV Show,Title_3395,Director_472,"Actor_631, Actor_394, Actor_558, Actor_302",Australia,"March 21, 2017",1998,TV-MA,3 Seasons,Documentaries,Description for Title_3395
s3396,TV Show,Title_3396,Director_277,"Actor_37, Actor_671",United States,"July 06, 2021",2004,TV-MA,2 Seasons,Sci-Fi & Fantasy,Description for Title_3396
s3397,TV Show,Title_3397,Director_335,"Actor_911, Actor_76, Actor_329",Mexico,"September 13, 2014",1978,R,9 Season,"Sci-Fi & Fantasy, International Movies",Description for Title_3397
s3398,TV Show,Title_3398,Director_480,"Actor_288, Actor_950",United States,"July 26, 2016",1999,R,4 Seasons,Docuseries,Description for Title_3398
s3399,Movie,Title_3399,,"Actor_388, Actor_270",United States,"March 13, 2013",1969,TV-MA,109 min,"Docuseries, Crime TV Shows, Horror Movies",Description for Title_3399
s3400,Movie,Title_3400,,Actor_314,Taiwan,"April 30, 2020",1968,TV-MA,129 min,"Dramas, Anime Series",Description for Title_3400
s3401,Movie,Title_3401,Director_179,"Actor_228, Actor_554, Actor_26, Actor_471",Canada,"October 24, 2017",2011,TV-MA,70 min,"Stand-Up Comedy, Thrillers",Description for Title_3401
s3402,Movie,Title_3402,Director_366,"Actor_123, Actor_657",India,"May 22, 2019",1978,G,114 min,"Comedies, Anime Series, Romantic Movies",Description for Title_3402
s3403,TV Show,Title_3403,Director_116,,United States,"October 24, 2018",1947,R,6 Seasons,"Children & Family Movies, Romantic Movies",Description for Title_3403
s3404,Movie,Title_3404,Director_429,"Actor_304, Actor_965, Actor_447, Actor_351, Actor_491",France,"October 03, 2014",2018,TV-PG,176 min,"Horror Movies, International Movies, Documentaries",Description for Title_3404
s3405,TV Show,Title_3405,Director_73,"Actor_211, Actor_757",United Kingdom,"January 02, 2014",2003,TV-14,3 Seasons,"Children & Family Movies, Documentaries, Comedies",Description for Title_3405
s3406,TV Show,Title_3406,Director_346,"Actor_977, Actor_721, Actor_588",Philippines,"January 17, 2008",1974,TV-14,2 Seasons,Stand-Up Comedy,Description for Title_3406
s3407,TV Show,Title_3407,Director_198,,Nigeria,"April 10, 2016",2019,TV-MA,5 Seasons,"Stand-Up Comedy, Thrillers, Docuseries",Description for Title_3407
s3408,TV Show,Title_3408,,"Actor_592, Actor_74, Actor_248, Actor_558",France,"September 02, 2021",1981,UR,2 Seasons,"Dramas, Crime TV Shows",Description for Title_3408
s3409,Movie,Title_3409,,"Actor_358, Actor_228",India,"June 20, 2011",1982,PG-13,66 min,Thrillers,Description for Title_3409
s3410,Movie,Title_3410,Director_498,Actor_520,United Kingdom,"April 23, 2009",1983,R,176 min,"Thrillers, Anime Series, Crime TV Shows",Description for Title_3410
s3411,Movie,Title_3411,,"Actor_960, Actor_305, Actor_339, Actor_333",South Korea,"October 06, 2019",1950,TV-PG,70 min,International Movies,Description for Title_3411
s3412,Movie,Title_3412,Director_419,"Actor_283, Actor_455",United States,"November 21, 2018",1959,TV-PG,115 min,"Docuseries, Crime TV Shows, Dramas",Description for Title_3412
s3413,Movie,Title_3413,Director_157,,United States,"September 14, 2017",1956,TV-MA,103 min,"Dramas, Crime TV Shows",Description for Title_3413
s3414,Movie,Title_3414,,"Actor_572, Actor_666, Actor_640, Actor_999, Actor_799",United States,"September 14, 2019",1945,TV-MA,113 min,"Thrillers, International Movies",Description for Title_3414
s3415,TV Show,Title_3415,Director_126,,United States,"June 14, 2020",1975,TV-PG,9 Seasons,"Stand-Up Comedy, Dramas, Horror Movies",Description for Title_3415
